Unnamed: 0,url,title,annotator_1,annotator_2,arbitration
493,https://stackoverflow.com/questions/138948,How to get UTF-8 working in Java webapps?,0,0,0
76,https://stackoverflow.com/questions/3404301,What's wrong with overridable method calls in constructors?,0,0,0
502,https://stackoverflow.com/questions/361975,Setting the default Java character encoding?,1,1,1
415,https://stackoverflow.com/questions/2592501,How to compare dates in Java?,1,1,1
65,https://stackoverflow.com/questions/1128723,How do I determine whether an array contains a particular value in Java?,1,1,1
437,https://stackoverflow.com/questions/8490852,"Spring @Transactional - isolation, propagation",0,0,0
388,https://stackoverflow.com/questions/921262,How to download and save a file from Internet using Java?,1,1,1
46,https://stackoverflow.com/questions/221379,Hibernate: hbm2ddl.auto=update in production?,0,0,0
48,https://stackoverflow.com/questions/413898,What does the 'static' keyword do in a class?,0,0,0
85,https://stackoverflow.com/questions/14076296,@Nullable annotation usage,0,0,0
335,https://stackoverflow.com/questions/767372,String.equals versus ==,0,0,0
273,https://stackoverflow.com/questions/599161,Best way to convert an ArrayList to a string,1,1,1
516,https://stackoverflow.com/questions/1295424,How to convert float to int with Java,1,1,1
62,https://stackoverflow.com/questions/430346,Why doesn't Java support unsigned ints?,0,0,0
215,https://stackoverflow.com/questions/5245840,How to convert jsonString to JSONObject in Java,1,1,1
258,https://stackoverflow.com/questions/1104975,A 'for' loop to iterate over an enum in Java,1,1,1
407,https://stackoverflow.com/questions/25706216,"What does a ""Cannot find symbol"" compilation error mean?",0,0,0
336,https://stackoverflow.com/questions/4205980,Java - sending HTTP parameters via POST method easily,1,1,1
31,https://stackoverflow.com/questions/239732,Things possible in IntelliJ that aren't possible in Eclipse?,0,0,0
287,https://stackoverflow.com/questions/11746499,How to solve the 鈥渇ailed to lazily initialize a collection of role鈥?Hibernate exception,1,1,1
237,https://stackoverflow.com/questions/7693324,How to convert String to long in Java?,1,1,1
172,https://stackoverflow.com/questions/654037,What does $NON-NLS-1$ mean?,0,0,0
34,https://stackoverflow.com/questions/41107,How to generate a random alpha-numeric string?,1,1,1
222,https://stackoverflow.com/questions/617414,How to create a temporary directory/folder in Java?,1,1,1
243,https://stackoverflow.com/questions/9102318,Cast Double to Integer in Java,1,1,1
169,https://stackoverflow.com/questions/3179216,What is the convention for word separator in Java package names?,0,0,0
340,https://stackoverflow.com/questions/10165693,Eclipse cannot load SWT libraries,0,0,0
147,https://stackoverflow.com/questions/3697287,Eclipse: Set maximum line length for auto formatting?,0,0,0
251,https://stackoverflow.com/questions/21947452,"Why is printing ""B"" dramatically slower than printing ""#""?",0,0,0
476,https://stackoverflow.com/questions/4759570,Finding Number of Cores in Java,1,1,1
454,https://stackoverflow.com/questions/960431,How to convert List<Integer> to int[] in Java?,1,1,1
359,https://stackoverflow.com/questions/4093504,@Resource vs @Autowired,0,0,0
270,https://stackoverflow.com/questions/146576,Why is the Java main method static?,0,0,0
256,https://stackoverflow.com/questions/207947,How do I get a platform-dependent new line character?,1,1,1
77,https://stackoverflow.com/questions/835889,java.util.Date to XMLGregorianCalendar,1,1,1
420,https://stackoverflow.com/questions/513832,How do I compare strings in Java?,1,1,1
392,https://stackoverflow.com/questions/4042434,Converting 'ArrayList<String> to 'String[]' in Java,1,1,1
390,https://stackoverflow.com/questions/2275004,"In Java, how do I check if a string contains a substring (ignoring case)?",1,1,1
219,https://stackoverflow.com/questions/2745265,Is List<Dog> a subclass of List<Animal>? Why are Java generics not implicitly polymorphic?,0,0,0
125,https://stackoverflow.com/questions/1770010,How do I measure time elapsed in Java?,1,1,1
145,https://stackoverflow.com/questions/924285,"Efficiency of Java ""Double Brace Initialization""?",0,0,0
318,https://stackoverflow.com/questions/671049,How do you kill a Thread in Java?,1,1,1
149,https://stackoverflow.com/questions/20001427,:: (double colon) operator in Java 8,0,0,0
402,https://stackoverflow.com/questions/2062020,How can I tell if I'm running in 64-bit JVM or 32-bit JVM (from within a program)?,0,1,1
208,https://stackoverflow.com/questions/140131,Convert a string representation of a hex dump to a byte array using Java?,1,1,1
501,https://stackoverflow.com/questions/8725387,Why is there no SortedList in Java?,1,1,1
75,https://stackoverflow.com/questions/4112686,How to use Servlets and Ajax?,0,0,0
214,https://stackoverflow.com/questions/9655181,How to convert a byte array to a hex string in Java?,1,1,1
368,https://stackoverflow.com/questions/2758224,"What does the Java assert keyword do, and when should it be used?",0,0,0
232,https://stackoverflow.com/questions/11461607,Can't start Eclipse - Java was started but returned exit code=13,0,0,0
236,https://stackoverflow.com/questions/35842,How can a Java program get its own process ID?,1,1,1
220,https://stackoverflow.com/questions/5694385,Getting the filenames of all files in a folder,1,1,1
511,https://stackoverflow.com/questions/4157972,"How to update a value, given a key in a java hashmap?",1,1,1
131,https://stackoverflow.com/questions/260666,Can an abstract class have a constructor?,0,0,0
259,https://stackoverflow.com/questions/367706,How do I parse command line arguments in Java?,1,1,1
165,https://stackoverflow.com/questions/1082050,Linking to an external URL in Javadoc?,0,0,0
379,https://stackoverflow.com/questions/212614,Should we @Override an interface's method implementation?,0,0,0
387,https://stackoverflow.com/questions/3634853,How to create a directory in Java?,1,1,1
82,https://stackoverflow.com/questions/1429860,Easiest way to convert a List to a Set in Java,1,1,1
122,https://stackoverflow.com/questions/1532461,StringBuilder vs String concatenation in toString() in Java,0,0,0
231,https://stackoverflow.com/questions/3017695,How to configure encoding in Maven?,0,0,0
176,https://stackoverflow.com/questions/162551,How to find unused/dead code in java projects,0,0,0
185,https://stackoverflow.com/questions/1751844,Java: convert List<String> to a String,1,1,1
240,https://stackoverflow.com/questions/21083170,How to configure port for a Spring Boot application,0,0,0
189,https://stackoverflow.com/questions/37628,What is reflection and why is it useful?,0,1,0
378,https://stackoverflow.com/questions/15156857,Mockito test a void method throws an exception,0,0,0
432,https://stackoverflow.com/questions/7026507,Why are static variables considered evil?,0,0,0
17,https://stackoverflow.com/questions/22697,What's the best mock framework for Java?,0,0,0
309,https://stackoverflow.com/questions/12438786,Try-finally block prevents StackOverflowError,0,0,0
124,https://stackoverflow.com/questions/4459058,Alarm Manager Example,0,0,0
249,https://stackoverflow.com/questions/4076601,How do I import the javax.servlet API in my Eclipse project?,0,0,0
279,https://stackoverflow.com/questions/322715,When to use LinkedList over ArrayList in Java?,1,1,1
78,https://stackoverflow.com/questions/2795833,Check orientation on Android phone,1,1,1
342,https://stackoverflow.com/questions/5871053,Difference between jar and war in Java,0,0,0
408,https://stackoverflow.com/questions/147181,How can I convert my Java program to an .exe file?,0,0,0
49,https://stackoverflow.com/questions/415953,How can I generate an MD5 hash?,1,1,1
473,https://stackoverflow.com/questions/24885223,Why doesn't RecyclerView have onItemClickListener()?,1,1,1
30,https://stackoverflow.com/questions/3584113,Why are you not able to declare a class as static in Java?,0,0,0
465,https://stackoverflow.com/questions/141284,The difference between the Runnable and Callable interfaces in Java,1,1,1
373,https://stackoverflow.com/questions/34413,Why am I getting a NoClassDefFoundError in Java?,1,1,1
99,https://stackoverflow.com/questions/3598770,Check whether a string is not null and not empty,1,1,1
238,https://stackoverflow.com/questions/3423262,What is @ModelAttribute in Spring MVC?,0,0,0
101,https://stackoverflow.com/questions/45912510,Does Java JIT cheat when running JDK code?,0,0,0
303,https://stackoverflow.com/questions/18552005,Is there a concise way to iterate over a stream with indices in Java 8?,1,1,1
520,https://stackoverflow.com/questions/586363,Why is super.super.method(); not allowed in Java?,1,0,0
186,https://stackoverflow.com/questions/2839321,Connect Java to a MySQL database,1,1,1
464,https://stackoverflow.com/questions/18571223,How to convert Java String into byte[]?,1,1,1
8,https://stackoverflow.com/questions/1061717,What exactly is Spring Framework for?,0,0,0
71,https://stackoverflow.com/questions/504103,How do I write a correct micro-benchmark in Java?,0,0,0
302,https://stackoverflow.com/questions/30125296,How to sum a list of integers with java streams?,1,1,1
293,https://stackoverflow.com/questions/908489,Eclipse/Java code completion not working,0,0,0
299,https://stackoverflow.com/questions/7142622,What is the difference between @Inject and @Autowired in Spring Framework? Which one to use under what condition?,0,0,0
374,https://stackoverflow.com/questions/30969455,Android changing Floating Action Button color,1,1,1
412,https://stackoverflow.com/questions/2506488,When is the finalize() method called in Java?,1,1,1
362,https://stackoverflow.com/questions/11411022,How to check if current thread is not main thread,1,1,1
221,https://stackoverflow.com/questions/27581,What issues should be considered when overriding equals and hashCode in Java?,1,1,1
188,https://stackoverflow.com/questions/1073919,How to convert int[] into List<Integer> in Java?,1,1,1
477,https://stackoverflow.com/questions/860187,Access restriction on class due to restriction on required library rt.jar?,0,0,0
343,https://stackoverflow.com/questions/335311,What is the difference between a static and a non-static initialization code block,0,0,0
228,https://stackoverflow.com/questions/13102045,Scanner is skipping nextLine() after using next() or nextFoo()?,1,1,1
98,https://stackoverflow.com/questions/5175728,How to get the current date/time in Java,1,1,1
389,https://stackoverflow.com/questions/2279030,Type List vs type ArrayList in Java,1,1,1
282,https://stackoverflow.com/questions/2059431,Get source JARs from Maven repository,0,0,0
510,https://stackoverflow.com/questions/13604703,How do I define a method which takes a lambda as a parameter in Java 8?,0,0,0
115,https://stackoverflow.com/questions/3652090,Difference between applicationContext.xml and spring-servlet.xml in Spring Framework,0,0,0
278,https://stackoverflow.com/questions/1119385,JUnit test for System.out.println(),1,1,1
179,https://stackoverflow.com/questions/1028858,Useful Eclipse Java Code Templates,0,0,0
443,https://stackoverflow.com/questions/8845186,What exactly is Apache Camel?,0,0,0
306,https://stackoverflow.com/questions/10786042,Java URL encoding of query string parameters,1,1,1
328,https://stackoverflow.com/questions/6698354,"Where to get ""UTF-8"" string literal in Java?",1,1,1
171,https://stackoverflow.com/questions/25242321,Difference between spring @Controller and @RestController annotation,0,0,0
204,https://stackoverflow.com/questions/2982748,Create a GUID in Java,1,1,1
109,https://stackoverflow.com/questions/158174,Why would you ever implement finalize()?,1,1,1
468,https://stackoverflow.com/questions/3495926,Can I catch multiple Java exceptions in the same catch clause?,0,0,0
193,https://stackoverflow.com/questions/625433,"How to convert Milliseconds to ""X mins, x seconds"" in Java?",1,1,1
397,https://stackoverflow.com/questions/2684630,How can I make a method return an argument that was passed to it?,0,1,0
424,https://stackoverflow.com/questions/46898,How do I efficiently iterate over each entry in a Java Map?,1,1,1
319,https://stackoverflow.com/questions/1404210,Java Date vs Calendar,1,1,1
159,https://stackoverflow.com/questions/70324,Java inner class and static nested class,0,0,0
233,https://stackoverflow.com/questions/6667243,Using Enum values as String literals,1,1,1
305,https://stackoverflow.com/questions/122105,What is the best way to filter a Java Collection?,1,1,1
486,https://stackoverflow.com/questions/683041,How do I use a PriorityQueue?,1,1,1
132,https://stackoverflow.com/questions/7486012,Static Classes In Java,0,0,0
190,https://stackoverflow.com/questions/86780,How to check if a String contains another String in a case insensitive manner in Java?,1,1,1
322,https://stackoverflow.com/questions/3028306,"Download a file with Android, and showing the progress in a ProgressDialog",1,1,1
434,https://stackoverflow.com/questions/23353173,Unfortunately MyApp has stopped. How can I solve this?,1,1,1
265,https://stackoverflow.com/questions/228477,How do I programmatically determine operating system in Java?,1,1,1
410,https://stackoverflow.com/questions/16574189,"Android Studio installation on Windows 7 fails, no JDK found",0,0,0
35,https://stackoverflow.com/questions/272535,"How do I ""decompile"" Java class files?",0,0,0
234,https://stackoverflow.com/questions/1463284,Hashset vs Treeset,1,1,1
86,https://stackoverflow.com/questions/520585,Connection pooling options with JDBC: DBCP vs C3P0,0,0,0
24,https://stackoverflow.com/questions/3541077,Design Patterns web based applications,0,0,0
338,https://stackoverflow.com/questions/4343202,Difference between <? super T> and <? extends T> in Java,0,0,0
414,https://stackoverflow.com/questions/4685563,How to pass a function as a parameter in Java?,0,0,0
139,https://stackoverflow.com/questions/3064423,How to convert an Array to a Set in Java,1,1,1
377,https://stackoverflow.com/questions/10382929,How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,1,1,1
349,https://stackoverflow.com/questions/26777083,Best practice for REST token-based authentication with JAX-RS and Jersey,0,0,0
36,https://stackoverflow.com/questions/94361,When do you use Java's @Override annotation and why?,0,0,0
100,https://stackoverflow.com/questions/9572795,Convert list to array in Java,1,1,1
59,https://stackoverflow.com/questions/604424,How to get an enum value from a string value in Java?,1,1,1
320,https://stackoverflow.com/questions/496928,What is the difference between instanceof and Class.isAssignableFrom(...)?,0,1,0
10,https://stackoverflow.com/questions/3481828,How to split a string in Java,1,1,1
484,https://stackoverflow.com/questions/1386275,Why is Java Vector (and Stack) class considered obsolete or deprecated?,1,1,1
67,https://stackoverflow.com/questions/745756,Java Generics Wildcarding With Multiple Classes,0,0,0
449,https://stackoverflow.com/questions/4216745,Java string to date conversion,1,1,1
430,https://stackoverflow.com/questions/1359689,How to send HTTP request in java?,1,1,1
513,https://stackoverflow.com/questions/3591784,View's getWidth() and getHeight() returns 0,1,1,1
42,https://stackoverflow.com/questions/7520432,What is the difference between == and equals() in Java?,0,0,0
153,https://stackoverflow.com/questions/2378402,Jackson Vs. Gson,0,0,0
146,https://stackoverflow.com/questions/6349421,How to use Jackson to deserialise an array of objects,1,1,1
491,https://stackoverflow.com/questions/7421612,"SLF4J: Failed to load class ""org.slf4j.impl.StaticLoggerBinder""",1,1,1
255,https://stackoverflow.com/questions/373833,Best XML parser for Java,0,0,0
304,https://stackoverflow.com/questions/275944,How do I count the number of occurrences of a char in a String?,1,1,1
248,https://stackoverflow.com/questions/3693626,How to run test methods in specific order in JUnit4?,0,0,0
357,https://stackoverflow.com/questions/8275499,How to call getClass() from a static method in Java?,0,1,0
427,https://stackoverflow.com/questions/3852091,Is it safe to use Project Lombok?,0,0,0
5,https://stackoverflow.com/questions/288861,Eclipse Optimize Imports to Include Static Imports,0,0,0
354,https://stackoverflow.com/questions/40471,Differences between HashMap and Hashtable?,1,1,1
32,https://stackoverflow.com/questions/2662531,Launching Google Maps Directions via an intent on Android,1,1,1
358,https://stackoverflow.com/questions/2885173,How do I create a file and write to it in Java?,1,1,1
360,https://stackoverflow.com/questions/2723397,What is PECS (Producer Extends Consumer Super)?,0,0,0
14,https://stackoverflow.com/questions/20252727,Is not an enclosing class Java,0,0,0
521,https://stackoverflow.com/questions/2607289,Converting array to list in Java,1,1,1
177,https://stackoverflow.com/questions/2990799,Difference between FetchType LAZY and EAGER in Java Persistence API?,1,1,1
114,https://stackoverflow.com/questions/285177,How do I call one constructor from another in Java?,0,1,0
393,https://stackoverflow.com/questions/1457863,What causes and what are the differences between NoClassDefFoundError and ClassNotFoundException?,1,1,1
280,https://stackoverflow.com/questions/23932061,Convert Iterable to Stream using Java 8 JDK,1,1,1
254,https://stackoverflow.com/questions/14763079,What are the Xms and Xmx parameters when starting JVMs?,0,0,0
92,https://stackoverflow.com/questions/1710476,How to print a query string with parameter values when using Hibernate,1,1,1
69,https://stackoverflow.com/questions/1915166,How to get the insert ID in JDBC?,1,1,1
442,https://stackoverflow.com/questions/15886209,Maven is not working in Java 8 when Javadoc tags are incomplete,0,0,0
457,https://stackoverflow.com/questions/2041778,How to initialize HashSet values by construction?,1,1,1
194,https://stackoverflow.com/questions/1678122,'Must Override a Superclass Method' Errors after importing a project into Eclipse,0,0,0
292,https://stackoverflow.com/questions/85190,How does the Java 'for each' loop work?,0,0,0
438,https://stackoverflow.com/questions/18093928,"What does ""Could not find or load main class"" mean?",0,0,0
446,https://stackoverflow.com/questions/20295578,"Difference between @Before, @BeforeClass, @BeforeEach and @BeforeAll",0,0,0
398,https://stackoverflow.com/questions/19533528,Installing Java on OS X 10.9 (Mavericks),0,0,0
294,https://stackoverflow.com/questions/160970,How do I invoke a Java method when given the method name as a string?,1,1,1
316,https://stackoverflow.com/questions/4166966,What is the point of the diamond operator in Java 7?,0,0,0
216,https://stackoverflow.com/questions/240546,Remove HTML tags from a String,1,1,1
321,https://stackoverflow.com/questions/351565,System.currentTimeMillis vs System.nanoTime,1,1,1
433,https://stackoverflow.com/questions/13578062,How to increase IDE memory limit in IntelliJ IDEA on Mac?,0,0,0
276,https://stackoverflow.com/questions/2129044,"Java heap terminology: young, old and permanent generations?",0,0,0
95,https://stackoverflow.com/questions/1892765,How to capitalize the first character of each word in a string,1,1,1
